"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","member_casual","month","round_trip","start_station_total_docks","end_station_total_docks","started_at_time","ended_at_time","trip_length","started_time_of_day","ended_time_of_day"
"2861E53452746A0C","electric_bike","2024-01-13 20:04:11","2024-01-13 20:06:36","Mt Auburn","M32043","Huron Ave At Vassal Lane","M32044","member",1,0,19,19,"2024-01-13 20:04:11","2024-01-13 20:06:36",2.41666666666667,"evening","evening"
"7115D27649B4AC5E","classic_bike","2024-01-29 21:29:43","2024-01-29 21:31:58","Gore Street at Lambert Street","M32081","Kennedy-Longfellow School 158 Spring St","M32065","member",1,0,19,19,"2024-01-29 21:29:43","2024-01-29 21:31:58",2.25,"night","night"
"C894680C3BE98B3B","electric_bike","2024-01-12 12:29:37","2024-01-12 12:48:45","Alewife MBTA at Steel Place","M32046","Main Street/Albany Street/Technology Square","M32080","member",1,0,19,23,"2024-01-12 12:29:37","2024-01-12 12:48:45",19.1333333333333,"afternoon","afternoon"
"CD599D32EB9C8AB8","electric_bike","2024-01-17 16:00:45","2024-01-17 16:10:20","Huron Ave At Vassal Lane","M32044","Harvard University River Houses at DeWolfe St / Cowperthwaite St","M32038","member",1,0,19,21,"2024-01-17 16:00:45","2024-01-17 16:10:20",9.58333333333333,"evening","evening"
"4E94F995D6358C22","classic_bike","2024-01-03 08:46:58","2024-01-03 08:50:16","Cambridge Main Library at Broadway / Trowbridge St","M32013","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","M32023","member",1,0,19,17,"2024-01-03 08:46:58","2024-01-03 08:50:16",3.3,"morning","morning"
"D52E24B5E08DC857","classic_bike","2024-01-25 10:45:53","2024-01-25 10:51:46","MIT Carleton St at Amherst St","M32070","MIT Pacific St at Purrington St","M32041","member",1,0,27,19,"2024-01-25 10:45:53","2024-01-25 10:51:46",5.88333333333333,"morning","morning"
"36A6F624F3F84A60","classic_bike","2024-01-18 19:41:05","2024-01-18 19:48:53","MIT Hayward St at Amherst St","M32071","MIT Pacific St at Purrington St","M32041","member",1,0,27,19,"2024-01-18 19:41:05","2024-01-18 19:48:53",7.8,"evening","evening"
"CA1DE26F5C2185BC","electric_bike","2024-01-22 19:53:04","2024-01-22 19:56:15","MIT at Mass Ave / Amherst St","M32006","Kendall T","M32004","member",1,0,27,23,"2024-01-22 19:53:04","2024-01-22 19:56:15",3.18333333333333,"evening","evening"
"9B19DD190CC2E035","classic_bike","2024-01-22 17:48:22","2024-01-22 17:52:47","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","M32024","Harvard Kennedy School at Bennett St / Eliot St","M32016","member",1,0,19,23,"2024-01-22 17:48:22","2024-01-22 17:52:47",4.41666666666667,"evening","evening"
"6D3975F68EEF4960","classic_bike","2024-01-30 09:07:58","2024-01-30 09:16:51","MIT at Mass Ave / Amherst St","M32006","One Memorial Drive","M32053","member",1,0,27,19,"2024-01-30 09:07:58","2024-01-30 09:16:51",8.88333333333333,"morning","morning"
"8786110610F617B7","classic_bike","2024-01-17 21:19:00","2024-01-17 21:26:17","Harvard Square at Mass Ave/ Dunster","M32018","Central Square at Mass Ave / Essex St","M32011","member",1,0,19,19,"2024-01-17 21:19:00","2024-01-17 21:26:17",7.28333333333333,"night","night"
"25BAA2EFDC3C722A","classic_bike","2024-01-25 12:12:54","2024-01-25 12:19:38","Old Morse Park at Putnam Ave","M32076","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","M32012","member",1,0,15,17,"2024-01-25 12:12:54","2024-01-25 12:19:38",6.73333333333333,"afternoon","afternoon"
"77F149926CDD8149","electric_bike","2024-01-22 08:25:20","2024-01-22 08:34:15","75 Binney St","M32064","Main Street/Albany Street/Technology Square","M32080","member",1,0,19,23,"2024-01-22 08:25:20","2024-01-22 08:34:15",8.91666666666667,"morning","morning"
"8B80A4C75C78C604","classic_bike","2024-01-08 18:42:57","2024-01-08 18:49:18","Ames St at Main St","M32037","Harvard St at Greene-Rose Heritage Park","M32055","member",1,0,19,19,"2024-01-08 18:42:57","2024-01-08 18:49:18",6.35,"evening","evening"
"37F17B3DD676B95E","classic_bike","2024-01-25 19:25:21","2024-01-25 19:30:52","Broadway at Kittie Knox Bike Path","Z32998","Harvard St at Greene-Rose Heritage Park","M32055","member",1,0,23,19,"2024-01-25 19:25:21","2024-01-25 19:30:52",5.51666666666667,"evening","evening"
"640EB80B3D5AD950","classic_bike","2024-01-12 17:14:04","2024-01-12 17:27:36","MIT Stata Center at Vassar St / Main St","M32005","Third at Binney","M32048","member",1,0,35,15,"2024-01-12 17:14:04","2024-01-12 17:27:36",13.5333333333333,"evening","evening"
"A4CF1E3E3A2095E2","electric_bike","2024-01-20 10:53:54","2024-01-20 10:58:40","MIT Carleton St at Amherst St","M32070","MIT at Mass Ave / Amherst St","M32006","member",1,0,27,27,"2024-01-20 10:53:54","2024-01-20 10:58:40",4.76666666666667,"morning","morning"
"613109066BAC795F","classic_bike","2024-01-20 14:27:43","2024-01-20 14:28:50","University Park","M32040","Lafayette Square at Mass Ave / Main St / Columbia St","M32009","member",1,0,19,15,"2024-01-20 14:27:43","2024-01-20 14:28:50",1.11666666666667,"afternoon","afternoon"
"476CCAA0C394F9FC","classic_bike","2024-01-21 16:30:32","2024-01-21 16:37:25","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","M32024","Harvard Kennedy School at Bennett St / Eliot St","M32016","casual",1,0,19,23,"2024-01-21 16:30:32","2024-01-21 16:37:25",6.88333333333333,"evening","evening"
"A14CFE5F9A6E3FE4","classic_bike","2024-01-17 08:30:37","2024-01-17 08:39:46","MIT Vassar St","M32042","Ames St at Main St","M32037","casual",1,0,53,19,"2024-01-17 08:30:37","2024-01-17 08:39:46",9.15,"morning","morning"
"DFE339D41A4F035C","classic_bike","2024-01-14 19:51:45","2024-01-14 20:05:11","Rindge Avenue - O'Neill Library","M32036","Harvard Square at Brattle St / Eliot St","M32017","member",1,0,19,15,"2024-01-14 19:51:45","2024-01-14 20:05:11",13.4333333333333,"evening","evening"
"1607E466763F4647","electric_bike","2024-01-26 18:39:07","2024-01-26 18:45:29","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","M32012","Cambridge Dept. of Public Works -147 Hampshire St.","M32052","member",1,0,17,19,"2024-01-26 18:39:07","2024-01-26 18:45:29",6.36666666666667,"evening","evening"
"87691C44B87221F3","classic_bike","2024-01-04 08:53:03","2024-01-04 09:02:14","Child Street at Brian P. Murphy Staircase","M32049","Broad Canal Way at Third Street","M32082","member",1,0,23,19,"2024-01-04 08:53:03","2024-01-04 09:02:14",9.18333333333333,"morning","morning"
"1072C78113A1137A","classic_bike","2024-01-11 09:19:19","2024-01-11 09:28:37","Child Street at Brian P. Murphy Staircase","M32049","Galileo Galilei Way at Fulkerson St/Binney St","M32078","casual",1,0,23,19,"2024-01-11 09:19:19","2024-01-11 09:28:37",9.3,"morning","morning"
"DCA60C89B4030401","electric_bike","2024-01-31 17:54:07","2024-01-31 17:59:00","MIT Vassar St","M32042","Ames St at Main St","M32037","member",1,0,53,19,"2024-01-31 17:54:07","2024-01-31 17:59:00",4.88333333333333,"evening","evening"
"114EC4318FB1F2DA","classic_bike","2024-01-09 14:28:40","2024-01-09 14:58:07","Lesley University","M32039","Harvard Kennedy School at Bennett St / Eliot St","M32016","member",1,0,15,23,"2024-01-09 14:28:40","2024-01-09 14:58:07",29.45,"afternoon","afternoon"
"6BD2C3F4BDEC4897","classic_bike","2024-01-12 11:01:09","2024-01-12 11:04:48","MIT Hayward St at Amherst St","M32071","MIT at Mass Ave / Amherst St","M32006","member",1,0,27,27,"2024-01-12 11:01:09","2024-01-12 11:04:48",3.65,"morning","morning"
"44D7FCF29030E6BD","electric_bike","2024-01-29 09:15:13","2024-01-29 09:18:52","Gore Street at Lambert Street","M32081","MIT Stata Center at Vassar St / Main St","M32005","member",1,0,19,35,"2024-01-29 09:15:13","2024-01-29 09:18:52",3.65,"morning","morning"
"01F7751BDF3E86CC","classic_bike","2024-01-11 15:39:08","2024-01-11 15:46:13","Alewife Station at Russell Field","M32033","Mass Ave at Hadley/Walden","M32056","member",1,0,23,19,"2024-01-11 15:39:08","2024-01-11 15:46:13",7.08333333333333,"afternoon","afternoon"
"AE6C53BEF7AE1065","classic_bike","2024-01-23 17:17:17","2024-01-23 17:21:53","MIT Hayward St at Amherst St","M32071","MIT at Mass Ave / Amherst St","M32006","member",1,0,27,27,"2024-01-23 17:17:17","2024-01-23 17:21:53",4.6,"evening","evening"
"9978945F08C9C625","classic_bike","2024-01-03 17:18:18","2024-01-03 17:28:03","MIT at Mass Ave / Amherst St","M32006","Central Square at Mass Ave / Essex St","M32011","member",1,0,27,19,"2024-01-03 17:18:18","2024-01-03 17:28:03",9.75,"evening","evening"
"287EEF22E2C0146F","classic_bike","2024-01-21 16:44:46","2024-01-21 16:54:07","Lower Cambridgeport at Magazine St / Riverside Rd","M32022","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","M32014","member",1,0,19,15,"2024-01-21 16:44:46","2024-01-21 16:54:07",9.35,"evening","evening"
"7E9B208FE037594D","classic_bike","2024-01-02 18:18:41","2024-01-02 18:22:33","Lafayette Square at Mass Ave / Main St / Columbia St","M32009","MIT Pacific St at Purrington St","M32041","member",1,0,15,19,"2024-01-02 18:18:41","2024-01-02 18:22:33",3.86666666666667,"evening","evening"
"84C525D278749EA8","classic_bike","2024-01-03 19:41:44","2024-01-03 19:44:03","Broadway at Kittie Knox Bike Path","Z32998","Kennedy-Longfellow School 158 Spring St","M32065","member",1,0,23,19,"2024-01-03 19:41:44","2024-01-03 19:44:03",2.31666666666667,"evening","evening"
"816C1BC470202728","classic_bike","2024-01-19 08:32:02","2024-01-19 08:37:59","Cambridge Dept. of Public Works -147 Hampshire St.","M32052","Cambridge Dept. of Public Works -147 Hampshire St.","M32052","member",1,1,19,19,"2024-01-19 08:32:02","2024-01-19 08:37:59",5.95,"morning","morning"
"B3F5A19EF360559C","classic_bike","2024-01-27 18:18:08","2024-01-27 18:27:05","Kennedy-Longfellow School 158 Spring St","M32065","Mass Ave/Lafayette Square","M32085","member",1,0,19,15,"2024-01-27 18:18:08","2024-01-27 18:27:05",8.95,"evening","evening"
"8065235522830D53","classic_bike","2024-01-31 09:27:06","2024-01-31 09:36:17","Verizon Innovation Hub 10 Ware Street","M32050","Porter Square Station","M32029","member",1,0,19,19,"2024-01-31 09:27:06","2024-01-31 09:36:17",9.18333333333333,"morning","morning"
"9BCF43FC6E88C2E7","classic_bike","2024-01-05 16:46:59","2024-01-05 16:51:42","Porter Square Station","M32029","Harvard Law School at Mass Ave / Jarvis St","M32020","member",1,0,19,19,"2024-01-05 16:46:59","2024-01-05 16:51:42",4.71666666666667,"evening","evening"
"84D84DA17B6BE7EA","classic_bike","2024-01-12 16:36:49","2024-01-12 16:43:04","MIT Hayward St at Amherst St","M32071","MIT Pacific St at Purrington St","M32041","member",1,0,27,19,"2024-01-12 16:36:49","2024-01-12 16:43:04",6.25,"evening","evening"
"4645C4EB679E34CD","classic_bike","2024-01-27 12:32:38","2024-01-27 12:36:35","Church St","M32087","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","M32024","member",1,0,15,19,"2024-01-27 12:32:38","2024-01-27 12:36:35",3.95,"afternoon","afternoon"
"5C505ACC088EF21D","electric_bike","2024-01-30 09:50:39","2024-01-30 10:01:31","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","M32024","One Kendall Square at Hampshire St / Portland St","M32002","member",1,0,19,19,"2024-01-30 09:50:39","2024-01-30 10:01:31",10.8666666666667,"morning","morning"
"CDBE7FAECFEF8057","classic_bike","2024-01-04 09:09:33","2024-01-04 09:11:31","359 Broadway - Broadway at Fayette Street","M32026","Sennott Park Broadway at Norfolk Street","M32063","member",1,0,23,19,"2024-01-04 09:09:33","2024-01-04 09:11:31",1.96666666666667,"morning","morning"
"292F5F95BEDC49C3","classic_bike","2024-01-11 16:42:00","2024-01-11 16:57:18","Fresh Pond Reservation","M32051","Harvard Square at Brattle St / Eliot St","M32017","member",1,0,17,15,"2024-01-11 16:42:00","2024-01-11 16:57:18",15.3,"evening","evening"
"6A626D2E68B7D6CE","classic_bike","2024-01-01 13:09:52","2024-01-01 13:14:19","Cambridge Dept. of Public Works -147 Hampshire St.","M32052","Ames St at Broadway","M32059","member",1,0,19,19,"2024-01-01 13:09:52","2024-01-01 13:14:19",4.45,"afternoon","afternoon"
"E951E8CC39EF99CC","classic_bike","2024-01-29 08:54:26","2024-01-29 09:04:17","Cambridge Main Library at Broadway / Trowbridge St","M32013","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","M32024","member",1,0,19,19,"2024-01-29 08:54:26","2024-01-29 09:04:17",9.85,"morning","morning"
"CD07F29AE674B615","classic_bike","2024-01-13 17:06:35","2024-01-13 17:25:35","John Ahern Field at Kennedy-Longfellow School","M32083","955 Mass Ave","M32073","member",1,0,19,19,"2024-01-13 17:06:35","2024-01-13 17:25:35",19,"evening","evening"
"86E97DEA8AEDBD67","electric_bike","2024-01-10 21:10:04","2024-01-10 21:34:23","Mass Ave at Hadley/Walden","M32056","Berkshire Street at Cambridge Street","M32067","member",1,0,19,19,"2024-01-10 21:10:04","2024-01-10 21:34:23",24.3166666666667,"night","night"
"919067A984837826","classic_bike","2024-01-18 14:48:25","2024-01-18 14:50:25","Mass Ave/Lafayette Square","M32085","Central Square at Mass Ave / Essex St","M32011","member",1,0,15,19,"2024-01-18 14:48:25","2024-01-18 14:50:25",2,"afternoon","afternoon"
"1EACF5952827EE62","classic_bike","2024-01-12 08:21:09","2024-01-12 08:28:08","Sennott Park Broadway at Norfolk Street","M32063","Ames St at Main St","M32037","member",1,0,19,19,"2024-01-12 08:21:09","2024-01-12 08:28:08",6.98333333333333,"morning","morning"
"7104655D0BE56557","classic_bike","2024-01-10 15:55:04","2024-01-10 16:07:26","Morgan Ave at North First St","M32086","Mass Ave at Albany St","M32061","member",1,0,23,18,"2024-01-10 15:55:04","2024-01-10 16:07:26",12.3666666666667,"afternoon","evening"
"DDBB608268536E12","electric_bike","2024-01-18 20:51:05","2024-01-18 21:08:11","MIT Vassar St","M32042","MIT Vassar St","M32042","member",1,1,53,53,"2024-01-18 20:51:05","2024-01-18 21:08:11",17.1,"evening","night"
"385A029ECC5E0446","electric_bike","2024-01-12 13:16:38","2024-01-12 13:22:06","Mass Ave at Albany St","M32061","Kendall T","M32004","member",1,0,18,23,"2024-01-12 13:16:38","2024-01-12 13:22:06",5.46666666666667,"afternoon","afternoon"
"FF3045C6ACB3386C","classic_bike","2024-01-01 00:32:48","2024-01-01 00:49:17","MIT at Mass Ave / Amherst St","M32006","Morgan Ave at North First St","M32086","member",1,0,27,23,"2024-01-01 00:32:48","2024-01-01 00:49:17",16.4833333333333,"night","night"
"C319561A917B8A00","classic_bike","2024-01-24 10:54:49","2024-01-24 10:55:30","MIT Hayward St at Amherst St","M32071","MIT Carleton St at Amherst St","M32070","member",1,0,27,27,"2024-01-24 10:54:49","2024-01-24 10:55:30",0.683333333333333,"morning","morning"
"D28C02A60ADDAE78","classic_bike","2024-01-02 09:49:03","2024-01-02 09:54:14","Sidney Research Campus/Erie Street at Waverly","M32047","University Park","M32040","member",1,0,19,19,"2024-01-02 09:49:03","2024-01-02 09:54:14",5.18333333333333,"morning","morning"
"F47D208F9F0E922F","classic_bike","2024-01-25 16:57:20","2024-01-25 17:14:23","699 Mt Auburn St","M32054","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","M32024","member",1,0,25,19,"2024-01-25 16:57:20","2024-01-25 17:14:23",17.05,"evening","evening"
"5EEB8B64C88AB20E","classic_bike","2024-01-02 18:18:50","2024-01-02 18:27:20","Central Square at Mass Ave / Essex St","M32011","Harvard St at Greene-Rose Heritage Park","M32055","member",1,0,19,19,"2024-01-02 18:18:50","2024-01-02 18:27:20",8.5,"evening","evening"
"9B59396F4A5D5871","classic_bike","2024-01-01 15:21:39","2024-01-01 15:26:53","Central Square at Mass Ave / Essex St","M32011","MIT Pacific St at Purrington St","M32041","member",1,0,19,19,"2024-01-01 15:21:39","2024-01-01 15:26:53",5.23333333333333,"afternoon","afternoon"
"3C0E94EA9DDE93A7","classic_bike","2024-01-18 19:49:14","2024-01-18 20:17:09","Harvard University River Houses at DeWolfe St / Cowperthwaite St","M32038","Harvard Square at Brattle St / Eliot St","M32017","casual",1,0,21,15,"2024-01-18 19:49:14","2024-01-18 20:17:09",27.9166666666667,"evening","evening"
"2FC87F5AFE50F631","classic_bike","2024-01-10 14:12:32","2024-01-10 14:24:24","MIT Pacific St at Purrington St","M32041","Cambridge Main Library at Broadway / Trowbridge St","M32013","member",1,0,19,19,"2024-01-10 14:12:32","2024-01-10 14:24:24",11.8666666666667,"afternoon","afternoon"
"2B518B8AB205A0A0","classic_bike","2024-01-30 10:47:42","2024-01-30 10:52:23","MIT Pacific St at Purrington St","M32041","Main Street/Albany Street/Technology Square","M32080","member",1,0,19,23,"2024-01-30 10:47:42","2024-01-30 10:52:23",4.68333333333333,"morning","morning"
"76735C13D5B28CA4","classic_bike","2024-01-27 09:55:55","2024-01-27 10:40:22","MIT Hayward St at Amherst St","M32071","MIT Hayward St at Amherst St","M32071","casual",1,1,27,27,"2024-01-27 09:55:55","2024-01-27 10:40:22",44.45,"morning","morning"
"CFE0B43B8D239A9E","classic_bike","2024-01-05 17:17:29","2024-01-05 17:29:52","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","M32012","Porter Square Station","M32029","member",1,0,17,19,"2024-01-05 17:17:29","2024-01-05 17:29:52",12.3833333333333,"evening","evening"
"83C6E2A61CCB4BD4","classic_bike","2024-01-31 08:53:56","2024-01-31 09:06:40","Lower Cambridgeport at Magazine St / Riverside Rd","M32022","MIT at Mass Ave / Amherst St","M32006","member",1,0,19,27,"2024-01-31 08:53:56","2024-01-31 09:06:40",12.7333333333333,"morning","morning"
"68060DB641D1A731","electric_bike","2024-01-23 18:12:34","2024-01-23 18:18:26","Gore Street at Lambert Street","M32081","Museum of Science","M32045","member",1,0,19,19,"2024-01-23 18:12:34","2024-01-23 18:18:26",5.86666666666667,"evening","evening"
"17FF3BADAD221592","electric_bike","2024-01-22 04:48:25","2024-01-22 04:52:26","Berkshire Street at Cambridge Street","M32067","Cambridge Crossing at North First Street","M32077","casual",1,0,19,23,"2024-01-22 04:48:25","2024-01-22 04:52:26",4.01666666666667,"night","night"
"6E7110603485217B","classic_bike","2024-01-04 17:16:27","2024-01-04 17:22:29","Galileo Galilei Way at Main Street","M32072","University Park","M32040","member",1,0,19,19,"2024-01-04 17:16:27","2024-01-04 17:22:29",6.03333333333333,"evening","evening"
"0D2303498C0A623C","electric_bike","2024-01-18 17:27:40","2024-01-18 17:43:07","Cambridge Crossing at North First Street","M32077","955 Mass Ave","M32073","member",1,0,23,19,"2024-01-18 17:27:40","2024-01-18 17:43:07",15.45,"evening","evening"
"55DD23F338069F7A","classic_bike","2024-01-02 14:37:42","2024-01-02 14:46:44","Ames St at Broadway","M32059","Cambridge Crossing at North First Street","M32077","member",1,0,19,23,"2024-01-02 14:37:42","2024-01-02 14:46:44",9.03333333333333,"afternoon","afternoon"
"6D43397CF78C334D","classic_bike","2024-01-15 17:43:11","2024-01-15 17:48:30","MIT Stata Center at Vassar St / Main St","M32005","MIT Vassar St","M32042","member",1,0,35,53,"2024-01-15 17:43:11","2024-01-15 17:48:30",5.31666666666667,"evening","evening"
"30A635379A4353B0","classic_bike","2024-01-11 08:55:18","2024-01-11 09:04:58","Inman Square at Springfield St.","M32062","Kendall T","M32004","member",1,0,25,23,"2024-01-11 08:55:18","2024-01-11 09:04:58",9.66666666666667,"morning","morning"
"4128E4DD455E7596","classic_bike","2024-01-03 10:10:31","2024-01-03 10:14:33","MIT at Mass Ave / Amherst St","M32006","Mass Ave/Lafayette Square","M32085","member",1,0,27,15,"2024-01-03 10:10:31","2024-01-03 10:14:33",4.03333333333333,"morning","morning"
"696F87778CDB1868","classic_bike","2024-01-05 15:48:00","2024-01-05 15:52:49","955 Mass Ave","M32073","University Park","M32040","member",1,0,19,19,"2024-01-05 15:48:00","2024-01-05 15:52:49",4.81666666666667,"afternoon","afternoon"
"2A5AAFA11EC2447B","classic_bike","2024-01-30 17:30:17","2024-01-30 17:44:07","MIT at Mass Ave / Amherst St","M32006","Kennedy-Longfellow School 158 Spring St","M32065","member",1,0,27,19,"2024-01-30 17:30:17","2024-01-30 17:44:07",13.8333333333333,"evening","evening"
"04BECD1223595EEC","classic_bike","2024-01-08 19:37:25","2024-01-08 19:44:00","MIT at Mass Ave / Amherst St","M32006","Dana Park","M32030","member",1,0,27,19,"2024-01-08 19:37:25","2024-01-08 19:44:00",6.58333333333333,"evening","evening"
"3986DC54DE12F61B","classic_bike","2024-01-04 19:55:39","2024-01-04 20:01:39","Sennott Park Broadway at Norfolk Street","M32063","Ames St at Broadway","M32059","member",1,0,19,19,"2024-01-04 19:55:39","2024-01-04 20:01:39",6,"evening","evening"
"2B91ED2B01F4684A","electric_bike","2024-01-26 13:06:10","2024-01-26 14:21:04","Central Square at Mass Ave / Essex St","M32011","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","M32019","member",1,0,19,15,"2024-01-26 13:06:10","2024-01-26 14:21:04",74.9,"afternoon","afternoon"
"AF014D5B8C5A0CF6","classic_bike","2024-01-27 19:02:34","2024-01-27 19:10:24","Berkshire Street at Cambridge Street","M32067","Sennott Park Broadway at Norfolk Street","M32063","member",1,0,19,19,"2024-01-27 19:02:34","2024-01-27 19:10:24",7.83333333333333,"evening","evening"
"21D8A9737B75708F","electric_bike","2024-01-31 07:52:00","2024-01-31 07:59:11","Central Square at Mass Ave / Essex St","M32011","Mt Auburn","M32043","member",1,0,19,19,"2024-01-31 07:52:00","2024-01-31 07:59:11",7.18333333333333,"morning","morning"
"8ECC3B88FDF2ABD2","classic_bike","2024-01-26 13:28:14","2024-01-26 13:39:03","One Kendall Square at Hampshire St / Portland St","M32002","One Kendall Square at Hampshire St / Portland St","M32002","member",1,1,19,19,"2024-01-26 13:28:14","2024-01-26 13:39:03",10.8166666666667,"afternoon","afternoon"
"71D34AF64EBDD5D4","classic_bike","2024-01-12 18:05:14","2024-01-12 18:15:20","Porter Square Station","M32029","Harvard Square at Brattle St / Eliot St","M32017","member",1,0,19,15,"2024-01-12 18:05:14","2024-01-12 18:15:20",10.1,"evening","evening"
"C1E27D912AFAB6AB","classic_bike","2024-01-20 19:58:44","2024-01-20 20:08:53","Cambridge Main Library at Broadway / Trowbridge St","M32013","Cambridge Main Library at Broadway / Trowbridge St","M32013","member",1,1,19,19,"2024-01-20 19:58:44","2024-01-20 20:08:53",10.15,"evening","evening"
"40D1E83FED04A83F","classic_bike","2024-01-14 19:28:23","2024-01-14 19:31:22","Cambridge Dept. of Public Works -147 Hampshire St.","M32052","One Kendall Square at Hampshire St / Portland St","M32002","member",1,0,19,19,"2024-01-14 19:28:23","2024-01-14 19:31:22",2.98333333333333,"evening","evening"
